Model,Q2_LOOCV,RMSEcv,MAEcv,h_star,Y_random_mean_Q2,Y_random_max_Q2
Ridge + RFE (10 descriptors),0.6329495407928848,0.42602033381647214,0.3212083364596349,1.0,-1.7406394531956133,0.14799969465235674
