Q2_random
-2.3673183173358425
-4.218318977390239
-1.7894803962701684
-1.770859513886303
-1.597572078061693
-3.4093921311280058
-0.7750863244958375
-1.0304143652646607
-2.7764351775105234
-1.1493780455599945
-1.456102256613121
-2.296932515395941
-0.5491107078424569
-2.6487502266036644
-3.5903200660323717
-4.277596879666096
-4.160412473569511
-2.3989990164205435
-2.0807828125226973
-0.6905833589433183
-1.8140740700160163
-2.3198494675625536
-2.5356736963063606
-3.528236718242698
-1.2546608657540794
-1.4235368547691531
0.14799969465235674
-2.0763532419640574
-1.4763209970132585
-1.59533878041309
-0.8467042320496614
-0.016934924075253877
-1.088194245738396
-0.9553172868691846
-2.7332599610972705
-2.5047481997803707
-1.1294097781926626
-2.195689571830927
-0.20099494459567735
-2.4230635786504133
-1.104245565828164
-0.6071288533222441
-0.4422317654462702
-1.3466235316604975
-0.305203856974962
-1.5848741115504996
-1.1144780207712217
-2.1841475587387564
-0.15933092460929466
-1.1795011100970396
